21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
17,3,3,3,3,8,0,0,0,3,8,0,0,0,8,3,8,0,0,0,0,8,3,8,0,0,0,0,0,0,8,17
17,3,3,8,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,17
17,3,8,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,43,12,0,17
17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17
21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21
17,3,3,3,3,48,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17
17,3,3,8,0,0,0,0,0,0,0,0,20,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17
17,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,12,0,17
17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17
17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,43,12,0,17
17,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,19,0,0,0,0,0,0,0,0,0,14,15,17
17,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,26,27,0,0,0,0,0,2,0,0,0,22,23,17
17,3,3,3,3,3,3,3,0,0,0,0,0,0,20,21,20,21,20,21,0,0,0,0,21,21,21,21,21,21,21,21
17,3,3,3,3,8,0,0,0,0,20,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,8,17
17,3,3,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
17,3,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17
21,21,21,21,20,21,20,21,0,0,0,0,0,0,0,0,0,20,21,21,21,21,21,0,0,0,3,21,21,21,21,21
17,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17
17,3,3,8,0,0,4,0,0,0,0,0,0,42,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17
17,3,8,0,0,0,12,0,0,0,0,0,43,0,0,12,0,0,0,0,0,42,0,0,0,0,0,0,43,12,0,17
17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,17
17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,9,0,10,17
20,21,21,21,20,21,21,21,21,21,21,21,20,21,21,21,21,21,21,21,21,21,21,20,21,21,20,21,20,21,21,21
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
